,Unnamed: 0,Unnamed: 0.1,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
29,29,29,2016-01-30,7.6,10.1,5.4,3.0,0.7,3.1
30,30,30,2016-01-31,7.2,12.0,3.0,0.0,9.3,2.7
31,31,31,2016-02-01,6.4,7.8,4.6,0.0,0.0,1.7
32,32,32,2016-02-02,5.5,11.1,1.1,0.0,7.1,2.9
33,33,33,2016-02-03,4.0,9.9,-0.7,0.0,10.0,3.3
34,34,34,2016-02-04,4.0,10.2,-2.3,0.0,7.8,1.4
35,35,35,2016-02-05,5.7,11.2,-0.1,0.0,8.7,2.4
36,36,36,2016-02-06,5.5,8.9,1.5,0.0,4.2,3.1
37,37,37,2016-02-07,3.9,8.6,0.3,0.0,10.2,4.0
38,38,38,2016-02-08,3.3,10.0,-3.7,0.0,10.2,1.5
39,39,39,2016-02-09,3.2,7.9,-0.4,1.5,2.9,3.2
40,40,40,2016-02-10,3.6,8.2,0.2,1.5,8.3,3.7
41,41,41,2016-02-11,4.9,12.0,-1.4,0.0,10.3,1.7
42,42,42,2016-02-12,6.5,8.6,3.0,0.0,0.0,1.5
43,43,43,2016-02-13,9.6,11.2,7.3,18.5,0.0,1.4
44,44,44,2016-02-14,12.6,17.6,10.3,24.0,0.5,2.4
45,45,45,2016-02-15,6.8,10.6,2.1,0.0,5.4,5.0
46,46,46,2016-02-16,3.9,7.4,1.1,0.0,5.5,2.5
47,47,47,2016-02-17,4.2,7.8,1.2,0.0,8.5,3.4
48,48,48,2016-02-18,4.3,10.5,-1.5,0.0,10.4,1.3
49,49,49,2016-02-19,7.3,14.8,0.4,0.0,9.0,2.2
50,50,50,2016-02-20,7.0,10.2,5.1,25.5,0.0,2.3
51,51,51,2016-02-21,7.4,10.1,3.8,0.0,5.6,5.5
52,52,52,2016-02-22,6.4,9.9,2.0,0.0,0.2,2.1
53,53,53,2016-02-23,8.4,13.7,3.5,0.0,7.4,2.6
54,54,54,2016-02-24,5.3,8.7,1.0,0.0,10.3,5.1
55,55,55,2016-02-25,4.2,10.0,-0.7,0.0,10.7,2.9
56,56,56,2016-02-26,4.2,9.2,0.0,0.0,8.1,3.5
57,57,57,2016-02-27,5.4,11.0,-0.2,0.0,6.9,1.5
58,58,58,2016-02-28,8.3,15.0,2.4,0.0,10.1,1.6
59,59,59,2016-02-29,6.6,10.3,0.5,2.5,1.1,4.1
60,60,60,2016-03-01,2.5,6.7,-1.3,0.0,7.7,4.0
61,61,61,2016-03-02,4.4,9.7,-0.2,0.0,8.1,2.5
62,62,62,2016-03-03,6.6,14.4,-0.3,0.0,7.0,2.2
63,63,63,2016-03-04,9.5,17.8,2.1,0.0,10.5,1.6
64,64,64,2016-03-05,12.3,17.8,8.2,0.0,3.6,1.9
65,65,65,2016-03-06,14.5,19.7,10.7,1.0,0.7,1.8
66,66,66,2016-03-07,15.3,19.3,11.7,1.0,0.8,1.7
67,67,67,2016-03-08,14.5,20.1,9.5,0.0,6.9,3.4
68,68,68,2016-03-09,9.9,12.5,7.7,23.5,0.0,3.2
69,69,69,2016-03-10,7.5,10.9,4.4,0.0,2.7,3.9
70,70,70,2016-03-11,7.1,12.6,3.0,0.0,10.8,3.8
71,71,71,2016-03-12,6.3,12.5,0.4,0.0,11.4,2.7
72,72,72,2016-03-13,7.1,12.8,0.9,2.5,4.5,1.6
73,73,73,2016-03-14,6.4,7.9,4.8,19.5,0.1,3.3
74,74,74,2016-03-15,7.8,12.3,3.5,0.0,11.2,4.9
75,75,75,2016-03-16,6.9,12.1,0.7,0.0,2.4,1.5
76,76,76,2016-03-17,11.2,20.7,2.6,0.0,11.4,1.9
77,77,77,2016-03-18,12.7,18.6,5.9,12.5,5.2,2.5
78,78,78,2016-03-19,14.7,20.6,10.8,36.5,4.1,4.7
79,79,79,2016-03-20,10.4,13.9,7.7,0.0,11.1,7.0
80,80,80,2016-03-21,8.9,14.2,5.5,0.0,11.6,5.2
81,81,81,2016-03-22,9.6,17.0,2.3,0.0,10.6,1.8
82,82,82,2016-03-23,11.6,17.9,5.9,0.0,8.6,3.3
83,83,83,2016-03-24,9.0,13.2,4.9,0.0,9.7,5.4
84,84,84,2016-03-25,6.9,11.5,3.6,0.0,10.6,5.3
85,85,85,2016-03-26,7.8,14.7,1.7,0.0,11.8,2.7
86,86,86,2016-03-27,9.3,16.9,2.1,0.0,11.2,1.8
87,87,87,2016-03-28,11.4,16.7,7.5,0.0,9.5,3.2
88,88,88,2016-03-29,11.8,17.9,4.4,0.0,8.0,1.8
89,89,89,2016-03-30,13.7,19.7,7.7,0.0,8.4,1.7
90,90,90,2016-03-31,14.1,21.3,7.1,0.0,8.6,1.8
91,91,91,2016-04-01,12.4,14.0,11.3,2.0,0.0,1.6
92,92,92,2016-04-02,15.1,20.1,10.6,0.0,6.5,2.6
93,93,93,2016-04-03,16.6,19.1,14.1,3.0,0.2,2.5
94,94,94,2016-04-04,15.2,19.6,12.9,53.5,0.7,2.6
95,95,95,2016-04-05,14.1,18.5,10.0,0.0,7.4,2.9
96,96,96,2016-04-06,14.9,21.6,8.2,0.0,8.8,1.8
97,97,97,2016-04-07,12.1,15.0,9.9,47.0,0.0,2.2
98,98,98,2016-04-08,15.0,18.2,9.5,0.0,2.0,4.7
99,99,99,2016-04-09,15.2,23.6,8.1,0.0,8.7,1.7
100,100,100,2016-04-10,15.7,21.2,10.4,0.0,0.8,2.1
101,101,101,2016-04-11,11.5,15.0,5.6,0.0,11.2,6.3
102,102,102,2016-04-12,10.4,16.2,2.2,0.0,6.6,2.3
103,103,103,2016-04-13,12.1,14.9,10.5,32.0,0.0,1.9
104,104,104,2016-04-14,17.0,24.5,12.2,4.0,8.4,4.0
105,105,105,2016-04-15,14.5,19.3,8.2,0.0,12.1,5.0
106,106,106,2016-04-16,15.0,21.7,6.8,0.0,11.3,2.9
107,107,107,2016-04-17,19.6,27.2,14.5,11.0,6.9,5.1
108,108,108,2016-04-18,15.1,18.9,11.3,0.0,2.9,3.8
109,109,109,2016-04-19,14.3,19.6,8.8,0.0,12.1,4.9
110,110,110,2016-04-20,14.5,20.0,6.9,0.0,10.1,2.5
111,111,111,2016-04-21,14.7,16.7,13.2,55.5,0.0,2.0
112,112,112,2016-04-22,17.5,23.2,13.2,1.0,10.6,3.8
113,113,113,2016-04-23,17.4,23.4,12.0,0.5,4.6,1.8
114,114,114,2016-04-24,18.1,24.3,13.7,0.5,6.5,2.3
115,115,115,2016-04-25,17.8,22.7,14.0,0.0,5.8,1.8
116,116,116,2016-04-26,18.6,24.6,12.8,0.0,11.9,2.2
117,117,117,2016-04-27,17.3,20.0,14.2,11.0,0.0,1.7
118,118,118,2016-04-28,14.9,16.9,13.5,20.5,0.0,3.1
119,119,119,2016-04-29,13.3,17.2,9.2,0.0,11.0,6.2
120,120,120,2016-04-30,15.8,23.2,8.6,0.0,12.0,2.3
121,121,121,2016-05-01,17.7,26.1,11.0,0.0,8.0,2.3
122,122,122,2016-05-02,19.0,26.9,12.1,0.0,11.5,2.1
123,123,123,2016-05-03,19.6,22.8,17.0,16.5,1.4,4.8
124,124,124,2016-05-04,21.3,25.8,17.5,12.5,12.4,4.8
125,125,125,2016-05-05,19.5,23.3,13.9,0.0,12.0,4.3
126,126,126,2016-05-06,14.5,18.3,12.2,14.5,0.0,1.5
127,127,127,2016-05-07,16.5,22.2,13.0,5.0,2.9,2.8
128,128,128,2016-05-08,19.8,26.3,13.3,0.0,12.2,2.8
129,129,129,2016-05-09,16.6,18.3,14.8,19.0,0.0,1.4
130,130,130,2016-05-10,16.9,18.7,15.2,11.5,0.0,1.2
131,131,131,2016-05-11,17.6,20.5,14.9,17.0,0.6,4.0
132,132,132,2016-05-12,19.9,27.2,14.0,0.0,13.4,3.3
133,133,133,2016-05-13,19.9,26.4,13.8,0.0,8.2,1.6
134,134,134,2016-05-14,21.3,28.2,15.5,0.0,12.3,2.4
135,135,135,2016-05-15,20.0,23.5,17.8,0.0,9.6,3.0
136,136,136,2016-05-16,19.1,20.8,17.7,26.0,0.0,3.4
137,137,137,2016-05-17,17.6,23.5,13.8,14.5,8.0,3.5
138,138,138,2016-05-18,19.2,27.7,10.8,0.0,13.2,2.1
139,139,139,2016-05-19,19.9,27.2,14.1,0.0,11.6,2.4
140,140,140,2016-05-20,19.5,24.7,16.0,0.0,7.0,2.2
141,141,141,2016-05-21,21.1,29.4,14.2,0.0,12.7,1.8
142,142,142,2016-05-22,23.0,30.2,17.4,0.0,12.6,1.8
143,143,143,2016-05-23,24.1,33.4,16.6,0.0,11.7,1.7
144,144,144,2016-05-24,23.3,30.2,17.0,0.0,9.2,2.7
145,145,145,2016-05-25,22.6,24.7,20.9,0.0,0.0,2.2
146,146,146,2016-05-26,22.5,27.0,19.2,2.5,1.5,2.1
147,147,147,2016-05-27,23.1,28.3,20.1,7.0,6.4,3.6
148,148,148,2016-05-28,21.4,24.2,18.6,0.0,0.1,1.6
149,149,149,2016-05-29,20.6,26.4,16.5,15.0,5.9,2.2
150,150,150,2016-05-30,19.7,23.0,16.4,18.0,0.0,2.2
151,151,151,2016-05-31,23.5,29.4,18.1,0.0,11.0,2.1
152,152,152,2016-06-01,20.1,23.6,16.4,0.0,9.0,6.4
153,153,153,2016-06-02,19.6,25.8,15.1,0.0,13.8,5.2
154,154,154,2016-06-03,20.0,26.2,12.0,0.0,13.5,2.3
155,155,155,2016-06-04,20.7,24.6,17.4,2.0,2.6,2.1
156,156,156,2016-06-05,19.3,23.7,15.8,10.5,4.5,1.3
157,157,157,2016-06-06,21.1,25.5,16.7,0.0,9.3,2.3
158,158,158,2016-06-07,20.3,22.6,18.2,7.0,0.0,1.5
159,159,159,2016-06-08,21.9,27.1,18.1,0.0,8.5,2.1
160,160,160,2016-06-09,22.9,27.0,20.6,0.0,2.4,1.4
161,161,161,2016-06-10,24.3,31.0,20.1,0.0,13.7,2.7
162,162,162,2016-06-11,23.7,28.8,19.4,0.0,10.4,1.9
163,163,163,2016-06-12,22.7,25.5,20.8,7.0,0.2,1.8
164,164,164,2016-06-13,21.7,24.2,19.6,31.5,0.0,2.1
165,165,165,2016-06-14,24.3,29.5,20.2,0.0,10.3,2.4
166,166,166,2016-06-15,23.9,28.3,21.5,0.5,3.3,2.5
167,167,167,2016-06-16,21.1,23.2,19.7,22.0,0.0,2.0
168,168,168,2016-06-17,23.8,28.6,20.0,0.0,3.0,2.6
169,169,169,2016-06-18,25.7,32.2,19.9,0.0,13.0,2.3
170,170,170,2016-06-19,21.7,24.7,19.7,11.5,0.0,1.5
171,171,171,2016-06-20,24.6,29.7,19.9,0.0,3.8,1.7
172,172,172,2016-06-21,24.8,31.1,20.7,31.5,6.1,1.8
