Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
502,2017-05-17,18.2,25.1,13.6,8.9,2.8,1008.5,1009.8
503,2017-05-18,18.3,23.9,12.6,13.2,2.7,1013.8,1015.1
504,2017-05-19,19.0,24.1,12.8,13.2,3.2,1016.2,1017.5
505,2017-05-20,20.1,24.0,14.7,11.7,3.2,1016.1,1017.4
506,2017-05-21,20.4,24.7,15.4,10.6,3.5,1015.6,1016.9
507,2017-05-22,21.4,27.5,15.7,12.9,3.2,1014.1,1015.4
508,2017-05-23,20.9,25.8,16.6,5.9,2.4,1011.2,1012.5
509,2017-05-24,20.7,24.3,18.9,0.1,2.3,1007.4,1008.7
510,2017-05-25,20.7,23.3,19.1,2.9,1.9,1004.1,1005.4
511,2017-05-26,21.5,27.4,16.2,11.4,2.7,1003.1,1004.4
512,2017-05-27,19.2,25.3,12.7,13.4,2.9,1009.8,1011.0
513,2017-05-28,19.6,26.2,13.2,11.5,2.6,1012.8,1014.1
514,2017-05-29,20.7,24.5,15.7,12.8,2.9,1012.1,1013.4
515,2017-05-30,21.9,26.0,17.1,11.6,2.7,1010.5,1011.7
516,2017-05-31,21.3,25.7,18.8,1.8,2.2,1005.3,1006.5
